@RELATION oversample

@ATTRIBUTE WCHU_fanIn NUMERIC
@ATTRIBUTE ck_oo_fanIn NUMERIC
@ATTRIBUTE ck_oo_cbo NUMERIC
@ATTRIBUTE WCHU_cbo NUMERIC
@ATTRIBUTE LDHH_numberOfAttributesInherited NUMERIC
@ATTRIBUTE ck_oo_numberOfAttributesInherited NUMERIC
@ATTRIBUTE WCHU_dit NUMERIC
@ATTRIBUTE WCHU_numberOfAttributesInherited NUMERIC
@ATTRIBUTE numberOfHighPriorityBugsFoundUntil: NUMERIC
@ATTRIBUTE CvsEntropy NUMERIC
@ATTRIBUTE numberOfCriticalBugsFoundUntil: NUMERIC
@ATTRIBUTE ck_oo_numberOfPrivateMethods NUMERIC
@ATTRIBUTE LDHH_numberOfPrivateMethods NUMERIC
@ATTRIBUTE WCHU_numberOfPrivateAttributes NUMERIC
@ATTRIBUTE ck_oo_numberOfPrivateAttributes NUMERIC
@ATTRIBUTE ck_oo_numberOfMethods NUMERIC
@ATTRIBUTE WCHU_numberOfPublicMethods NUMERIC
@ATTRIBUTE CvsLinEntropy NUMERIC
@ATTRIBUTE WCHU_numberOfAttributes NUMERIC
@ATTRIBUTE LDHH_numberOfPublicAttributes NUMERIC
@ATTRIBUTE ck_oo_numberOfPublicAttributes NUMERIC
@ATTRIBUTE ck_oo_numberOfAttributes NUMERIC
@ATTRIBUTE ck_oo_dit NUMERIC
@ATTRIBUTE WCHU_numberOfMethodsInherited NUMERIC
@ATTRIBUTE LDHH_numberOfMethods NUMERIC
@ATTRIBUTE WCHU_fanOut NUMERIC
@ATTRIBUTE WCHU_noc NUMERIC
@ATTRIBUTE ck_oo_numberOfLinesOfCode NUMERIC
@ATTRIBUTE class {buggy, clean}

@DATA
0.0,1,14,9.33,0.001014,6,0.0,1.02,1,34.7321,0,1,0.001751,1.02,14,31,7.11,0.217569,1.02,0.0,0,14,2,8.12,0.008421,9.32,0.0,290,clean
0.0,1,1,0.0,0.016601,34,0.0,1.12,0,6.92698,0,0,0.0,0.0,0,3,0.0,0.009727,0.0,0.0,0,0,4,4.04,0.0,0.0,0.0,9,clean
1.01,2,4,1.01,0.043647,388,1.02,23.66,0,9.69849,0,0,0.0,0.0,1,7,1.01,0.017232,0.0,0.0,1,6,8,8.1,0.001765,0.0,0.0,67,clean
0.0,1,1,0.0,0.0,0,0.0,0.0,0,4.07501,0,0,0.0,0.0,0,2,0.0,0.006219,0.0,0.0,3,3,2,1.01,0.0,0.0,0.0,11,clean
0.0,3,6,0.0,0.0,1,0.0,0.0,0,4.07501,0,0,0.0,0.0,2,3,0.0,0.006219,0.0,0.0,0,2,3,1.01,0.0,0.0,0.0,16,clean
0.0,4,9,1.01,0.0,0,0.0,0.0,0,10.8995,0,0,0.0,1.01,1,12,0.0,0.017368,2.02,0.0,0,3,2,1.01,0.0,1.01,0.0,92,clean
0.0,1,2,0.0,0.037328,405,0.0,18.69,0,4.01609,0,0,0.0,0.0,0,8,1.02,0.008367,0.0,0.0,2,2,6,8.09,0.000898,0.0,0.0,56,clean
0.0,8,24,0.0,0.0,3,0.0,0.0,0,6.92842,0,5,0.0,0.0,2,11,0.0,0.013304,0.0,0.0,3,5,2,1.04,0.0,0.0,0.0,316,clean
0.0,1,9,0.0,0.0,0,0.0,0.0,0,4.07501,0,0,0.0,0.0,11,13,0.0,0.006219,0.0,0.0,0,11,2,1.01,0.0,0.0,0.0,92,clean
1.01,4,12,4.06,0.0,3,0.0,0.0,1,10.0996,1,2,0.0,0.0,0,10,0.0,0.16326,0.0,0.0,0,3,3,2.04,0.0,3.05,0.0,110,clean
0.0,1,5,3.08,0.0,0,0.0,0.0,1,8.11626,0,4,0.000747,1.11,12,9,1.02,0.169647,1.12,0.000965,1,13,3,0.0,0.001002,3.08,0.0,261,clean
1.01,1,4,1.01,0.001421,95,0.0,1.01,0,7.95479,0,0,0.0,0.0,4,17,0.0,0.154542,0.0,0.0,0,7,3,3.05,0.0,0.0,0.0,132,clean
0.0,1,2,0.0,0.0,0,0.0,0.0,0,3.5829,0,0,0.0,0.0,2,4,0.0,0.007198,0.0,0.0,0,3,1,0.0,0.0,0.0,0.0,28,clean
0.0,1,4,0.0,0.043647,397,1.02,23.65,0,6.20089,0,0,0.0,0.0,0,4,1.01,0.009281,0.0,0.0,0,0,5,3.03,0.000488,0.0,0.0,24,clean
1.01,1,11,2.12,0.023577,71,1.02,4.79,1,11.2467,0,0,0.0,0.0,0,9,2.64,0.141369,0.0,0.0,1,1,5,12.0,0.001339,2.12,0.0,68,clean
0.0,1,3,0.0,0.0,0,0.0,0.0,0,3.58477,0,0,0.0,0.0,7,8,0.0,0.119691,0.0,0.0,0,7,2,0.0,0.0,0.0,0.0,51,clean
0.0,1,3,1.01,0.016601,34,0.0,1.12,0,7.42989,0,0,0.0,0.0,0,4,0.0,0.01111,0.0,0.0,0,0,5,4.04,0.0,1.01,0.0,28,clean
0.0,2,6,0.0,0.017706,37,0.0,2.13,0,6.92698,0,0,0.0,0.0,0,4,0.0,0.009727,0.0,0.0,0,0,5,4.04,0.0,0.0,0.0,28,clean
1.01,4,6,1.01,0.001421,95,0.0,1.01,0,7.95479,0,0,0.0,0.0,3,15,0.0,0.154542,0.0,0.0,0,24,2,2.02,0.0,0.0,0.0,70,clean
3.03,7,15,4.04,0.0,0,0.0,0.0,0,11.0206,0,1,0.0,1.01,5,8,1.01,0.031931,1.01,0.0,1,6,1,1.01,0.001525,1.01,1.01,126,clean
0.0,3,10,0.0,0.0,0,0.0,0.0,0,9.08309,0,0,0.0,0.0,0,8,0.0,0.13756,0.0,0.0,1,1,2,2.02,0.0,0.0,0.0,46,clean
0.0,4,14,1.01,0.0,50,0.0,0.0,0,12.0518,2,0,0.0,1.01,0,38,0.0,0.019364,1.01,0.0,0,14,4,1.04,0.0,1.01,0.0,419,clean
2.02,2,9,2.02,0.001421,97,0.0,1.01,0,6.84846,0,0,0.0,0.0,4,21,0.0,0.151789,0.0,0.0,0,9,3,3.03,0.0,0.0,0.0,170,clean
0.0,1,13,1.01,0.0,8,0.0,0.0,0,12.1787,0,0,0.0,0.0,0,6,0.0,0.01769,0.0,0.0,1,1,2,2.03,0.0,1.01,0.0,207,clean
0.0,1,2,1.01,0.0,0,0.0,0.0,0,4.23423,0,0,0.0,0.0,0,3,2.08,0.006973,1.01,0.001588,0,6,1,2.08,0.002067,1.01,1.01,19,clean
0.0,2,6,0.0,0.017706,37,0.0,2.13,0,6.92698,0,0,0.0,0.0,0,4,0.0,0.009727,0.0,0.0,0,0,5,4.04,0.0,0.0,0.0,28,clean
0.0,2,12,2.02,0.001105,28,0.0,1.03,0,11.0281,0,1,0.001009,0.0,0,8,0.0,0.137491,0.0,0.0,0,1,4,4.1,0.001036,2.02,0.0,64,clean
1.01,2,3,1.01,0.014899,84,0.0,1.04,1,1.15638,0,0,0.0,0.0,0,3,1.01,0.03391,1.01,0.004634,0,0,2,1.05,0.0,0.0,0.0,10,clean
0.0,3,3,0.0,0.0,0,0.0,0.0,0,6.37753,0,0,0.0,0.0,0,3,0.0,0.009188,0.0,0.0,1,1,2,1.01,0.0,0.0,0.0,12,clean
0.0,1,2,0.0,0.0,0,0.0,0.0,0,4.07501,0,1,0.0,0.0,0,4,0.0,0.006219,0.0,0.0,3,3,1,1.01,0.0,0.0,0.0,41,clean
0.0,0,1,0.0,0.0,1,0.0,0.0,0,6.50029,0,0,0.0,0.0,0,2,0.0,0.016202,0.0,0.0,1,1,2,2.02,0.0,0.0,0.0,9,clean
0.0,1,6,0.0,0.001421,95,0.0,1.01,0,7.95479,0,0,0.0,0.0,3,14,0.0,0.154542,0.0,0.0,0,5,3,2.02,0.0,0.0,0.0,106,clean
0.0,4,6,0.0,0.001421,95,0.0,1.01,0,7.95479,0,0,0.0,0.0,2,12,0.0,0.154542,0.0,0.0,0,3,2,2.02,0.0,0.0,0.0,53,clean
0.0,1,6,0.0,0.001421,95,0.0,1.01,0,7.95479,0,0,0.0,0.0,4,16,0.0,0.154542,0.0,0.0,0,7,3,2.02,0.0,0.0,0.0,128,clean
1.01,1,1,1.01,0.0,4,0.0,0.0,0,4.07501,0,0,0.0,0.0,0,2,0.0,0.006219,0.0,0.0,0,0,4,2.04,0.0,0.0,0.0,3,clean
0.0,0,0,0.0,0.0,0,0.0,0.0,2,13.0619,0,0,0.0,0.0,0,22,1.01,0.183885,0.0,0.0,0,0,1,2.02,0.003109,0.0,2.02,66,clean
6.09,8,15,6.09,0.001421,97,0.0,1.01,1,7.18067,0,0,0.0,0.0,11,35,0.0,0.151655,0.0,0.0,0,23,3,3.03,0.001889,0.0,0.0,319,clean
4.04,7,25,10.13,0.0,0,0.0,0.0,1,32.0766,4,15,0.002601,0.0,0,31,0.0,0.216457,5.05,0.014991,13,14,1,0.0,0.009185,8.11,0.0,661,clean
2.03,2,2,2.03,0.0,5,0.0,0.0,0,4.66145,0,0,0.0,0.0,1,1,0.0,0.006975,1.01,0.000774,1,2,2,2.03,0.0,0.0,0.0,4,clean
0.0,1,26,3.06,0.0,6,0.0,0.0,0,7.87568,0,4,0.00303,0.0,7,60,0.0,0.158058,0.0,0.0,0,7,2,0.0,0.003037,3.06,0.0,402,clean
2.02,1,8,2.03,0.026418,18,1.01,4.18,0,17.8093,0,0,0.0,3.08,4,12,4.05,0.05774,3.05,0.001383,0,4,2,5.08,0.01069,2.03,0.0,136,clean
1.02,6,30,4.08,0.021127,64,0.0,2.15,2,19.6881,2,1,0.001124,0.0,0,33,2.02,0.158057,0.0,0.0,1,3,4,7.19,0.005493,3.06,0.0,356,clean
0.0,1,3,0.0,0.0,1,0.0,0.0,0,4.07501,0,0,0.0,0.0,3,3,0.0,0.006219,0.0,0.0,0,3,3,1.01,0.0,0.0,0.0,21,clean
0.0,1,1,0.0,0.0,0,0.0,0.0,0,4.07501,0,0,0.0,0.0,1,1,0.0,0.006219,0.0,0.0,1,6,1,2.03,0.0,0.0,0.0,3,clean
0.0,1,2,0.0,0.043647,386,1.02,23.65,0,5.19438,0,0,0.0,0.0,0,4,0.0,0.007845,0.0,0.0,0,0,6,5.06,0.0,0.0,0.0,29,clean
0.0,1,9,0.0,0.0,19,0.0,0.0,0,9.14442,0,1,0.0,0.0,0,7,0.0,0.016474,1.01,0.001692,0,0,2,1.01,0.0,0.0,0.0,255,clean
0.0,5,11,3.03,0.0,0,0.0,0.0,0,17.7564,0,3,0.0,1.06,6,16,2.04,0.142393,3.03,0.001581,19,28,1,1.01,0.001033,3.03,0.0,258,clean
1.01,1,3,1.01,0.0,10,0.0,0.0,0,6.85444,0,0,0.0,1.01,1,4,0.0,0.012161,1.01,0.0,0,1,3,4.06,0.001746,0.0,0.0,32,clean
0.0,0,0,0.0,0.0,0,0.0,0.0,0,3.83244,0,0,0.0,0.0,0,2,0.0,0.005035,2.02,0.0,0,5,1,1.01,0.0,0.0,0.0,0,clean
3.04,2,13,6.08,0.041456,38,1.02,14.46,0,31.4543,5,3,0.001463,1.01,2,12,1.01,0.19938,1.01,0.001476,5,7,4,6.12,0.001713,5.05,0.0,412,clean
0.0,1,14,3.04,0.039883,402,1.02,11.08,0,17.5678,1,0,0.0,0.0,1,65,0.0,0.158754,2.07,0.002837,3,4,2,1.01,0.019195,3.04,0.0,681,clean
1.02,6,7,1.02,0.043647,384,1.02,23.66,0,4.07501,0,0,0.0,0.0,0,7,0.0,0.006219,0.0,0.0,0,0,4,5.06,0.0,0.0,0.0,25,clean
1.01,1,11,4.05,0.016601,12,0.0,1.12,1,19.9756,0,3,0.000773,0.0,0,9,4.04,0.086482,0.0,0.0,2,2,1,1.01,0.003505,5.06,0.0,198,clean
1.01,1,4,1.01,0.0,0,0.0,0.0,0,5.18073,0,0,0.0,0.0,3,6,0.0,0.007147,0.0,0.0,0,3,1,1.01,0.0,0.0,0.0,88,clean
0.0,1,1,0.0,0.0,0,0.0,0.0,0,0.0,0,1,0.0,0.0,0,10,0.0,0.0,0.0,0.0,3,3,1,0.0,0.0,0.0,0.0,55,clean
0.0,1,2,0.0,0.043647,387,1.02,23.63,0,4.07501,0,0,0.0,0.0,0,2,0.0,0.006219,0.0,0.0,0,0,3,2.02,0.0,0.0,0.0,12,clean
0.0,0,0,0.0,0.0,0,0.0,0.0,2,13.0619,0,0,0.0,0.0,0,22,1.01,0.183885,0.0,0.0,0,0,1,2.02,0.003109,0.0,2.02,66,clean
1.01,8,8,1.01,0.036902,35,1.02,9.2,0,8.13317,0,0,0.0,0.0,1,2,0.0,0.011737,0.0,0.0,1,2,4,3.05,0.0,0.0,0.0,9,clean
0.0,1,8,0.0,0.044485,397,1.02,24.67,0,4.98614,0,1,0.0,0.0,0,4,0.0,0.007549,0.0,0.0,0,0,5,5.07,0.0,0.0,0.0,65,clean
0.0,1,2,0.0,0.043647,386,1.02,23.65,0,5.19438,0,0,0.0,0.0,0,4,0.0,0.007845,0.0,0.0,0,0,6,5.06,0.0,0.0,0.0,29,clean
0.0,1,16,3.13,0.001014,6,0.0,1.02,0,19.5611,0,1,0.0,1.01,7,15,2.02,0.179696,1.01,0.0,0,7,2,3.03,0.002969,3.13,0.0,155,clean
0.0,5,10,1.01,0.0,69,0.0,0.0,1,2.35255,0,0,0.0,1.01,4,12,0.0,0.071151,1.01,0.0,0,4,8,0.0,0.0,1.01,0.0,59,clean
0.0,1,3,0.0,0.0,0,0.0,0.0,0,2.27054,0,1,0.0,0.0,0,10,0.0,0.00388,0.0,0.0,4,4,1,0.0,0.0,0.0,0.0,117,clean
0.0,1,1,0.0,0.0,0,0.0,0.0,0,4.07501,0,0,0.0,0.0,1,1,0.0,0.006219,0.0,0.0,0,2,1,2.03,0.0,0.0,0.0,3,clean
0.0,1,3,0.0,0.0,1,0.0,0.0,0,4.07501,0,0,0.0,0.0,3,3,0.0,0.006219,0.0,0.0,0,3,3,1.01,0.0,0.0,0.0,22,clean
0.0,8,19,3.03,0.0,18,0.0,0.0,0,9.44761,0,0,0.001009,0.0,0,20,0.0,0.141003,1.03,0.0,0,7,2,4.04,0.009771,3.03,0.0,142,clean
3.03,11,16,4.04,0.012058,28,0.0,4.04,3,10.3083,0,1,0.0,0.0,0,37,2.03,0.136885,2.02,0.002746,9,9,2,3.03,0.004988,1.01,0.0,485,clean
0.0,4,6,0.0,0.0,0,0.0,0.0,0,7.56137,1,0,0.0,0.0,0,10,1.01,0.01054,0.0,0.0,0,0,1,1.01,0.000845,0.0,0.0,18,clean
1.01,0,1,1.01,0.043647,384,1.02,23.66,0,9.14824,1,0,0.0,0.0,0,8,1.01,0.014825,0.0,0.0,0,1,6,5.06,0.000852,0.0,0.0,32,clean
0.0,1,8,3.04,0.012734,39,0.0,7.09,2,20.5292,0,5,0.000539,0.0,0,31,1.01,0.196192,0.0,0.0,5,5,1,2.02,0.003775,3.04,0.0,235,clean
1.01,0,2,1.01,0.0,0,0.0,0.0,1,7.70056,0,1,0.0,0.0,0,4,1.02,0.015087,0.0,0.0,0,3,1,1.01,0.001056,0.0,0.0,60,clean
0.0,1,2,0.0,0.0,0,0.0,0.0,0,5.26021,0,0,0.0,0.0,3,5,0.0,0.008887,0.0,0.0,0,3,1,1.01,0.0,0.0,0.0,27,clean
0.0,1,2,0.0,0.037328,405,0.0,18.69,0,4.01609,0,0,0.0,0.0,0,8,1.02,0.008367,0.0,0.0,2,2,6,8.09,0.000898,0.0,0.0,56,clean
1.01,2,5,2.03,0.0,0,0.0,0.0,0,3.80102,0,0,0.0,1.02,3,2,0.0,0.010743,1.02,0.0,0,3,2,1.03,0.0,1.02,0.0,50,clean
2.04,26,29,3.06,0.035574,28,1.02,8.19,0,13.2396,0,0,0.0,1.01,0,8,2.02,0.141228,0.0,0.0,5,6,2,2.02,0.002072,1.02,0.0,35,clean
1.01,5,23,3.03,0.0,0,0.0,0.0,2,12.8587,0,3,0.0,0.0,4,5,0.0,0.197965,0.0,0.0,0,4,1,1.01,0.0,2.02,0.0,200,clean
0.0,1,3,1.01,0.04453,410,1.02,24.63,0,7.8386,0,0,0.0,0.0,0,3,0.0,0.011757,0.0,0.0,0,0,4,2.02,0.0,1.01,0.0,22,clean
2.04,7,9,2.04,0.001421,95,0.0,1.01,0,7.27499,0,0,0.0,0.0,2,25,0.0,0.153141,0.0,0.0,0,15,2,2.02,0.0,0.0,0.0,96,clean
0.0,0,3,0.0,0.043647,415,1.02,23.66,0,3.9771,0,0,0.0,0.0,0,6,0.0,0.005853,0.0,0.0,0,0,6,6.08,0.0,0.0,0.0,39,clean
3.03,6,10,3.03,0.001421,95,0.0,1.01,0,6.78585,0,0,0.0,0.0,3,14,0.0,0.151707,1.01,0.000535,1,6,3,2.02,0.0,0.0,0.0,88,clean
0.0,1,4,0.0,0.0,1,0.0,0.0,0,2.26443,0,0,0.0,0.0,5,4,0.0,0.003745,0.0,0.0,0,5,3,0.0,0.0,0.0,0.0,33,clean
0.0,1,10,0.0,0.0,0,0.0,0.0,0,10.9499,0,0,0.0,0.0,0,8,0.0,0.135944,0.0,0.0,1,1,1,1.01,0.0,0.0,0.0,157,clean
0.0,0,1,0.0,0.0,1,0.0,0.0,0,6.50029,0,0,0.0,0.0,0,2,0.0,0.016202,0.0,0.0,1,1,2,2.02,0.0,0.0,0.0,9,clean
0.0,1,8,0.0,0.015465,141,0.0,12.41,0,7.61486,0,0,0.0,0.0,0,8,1.01,0.015823,1.01,0.001136,7,7,2,2.02,0.000899,0.0,0.0,264,clean
0.0,1,5,0.0,0.001421,95,0.0,1.01,0,7.95479,0,0,0.0,0.0,3,14,0.0,0.154542,0.0,0.0,0,5,3,2.02,0.0,0.0,0.0,98,clean
0.0,1,1,0.0,0.0,4,0.0,0.0,1,1.47165,0,0,0.0,0.0,0,1,0.0,0.112489,0.0,0.0,3,3,3,0.0,0.0,0.0,0.0,0,clean
1.01,2,7,1.01,0.001421,95,0.0,1.01,0,9.21914,0,1,0.000673,0.0,3,18,0.0,0.155078,0.0,0.0,0,5,3,2.02,0.00159,1.01,0.0,123,clean
2.02,2,12,4.08,0.015088,5,0.0,2.03,0,13.1836,0,0,0.001358,3.03,1,9,1.01,0.166302,2.02,0.0,0,1,3,4.08,0.002232,1.05,0.0,155,clean
0.0,2,2,0.0,0.0,54,0.0,0.0,1,0.0,0,0,0.0,0.0,1,2,0.0,0.0,0.0,0.0,0,1,5,0.0,0.0,0.0,0.0,7,clean
0.0,3,6,0.0,0.001421,95,0.0,1.01,0,5.59671,0,0,0.0,1.02,5,17,1.02,0.149865,1.03,0.0,0,8,2,2.02,0.000853,0.0,0.0,121,clean
0.0,1,6,0.0,0.001421,95,0.0,1.01,0,7.95479,0,0,0.0,0.0,5,17,0.0,0.154542,0.0,0.0,0,9,3,2.02,0.0,0.0,0.0,117,clean
3.03,11,16,4.04,0.012058,28,0.0,4.04,3,10.3083,0,1,0.0,0.0,0,37,2.03,0.136885,2.02,0.002746,9,9,2,3.03,0.004988,1.01,0.0,485,clean
6.07,4,7,6.07,0.001421,95,0.0,1.01,0,7.95479,0,0,0.0,0.0,4,20,0.0,0.154542,0.0,0.0,0,7,3,2.02,0.0,0.0,0.0,127,clean
0.0,1,3,0.0,0.0,0,0.0,0.0,0,4.23122,0,0,0.0,0.0,8,8,0.0,0.006699,0.0,0.0,0,8,2,1.01,0.0,0.0,0.0,127,clean
0.0,0,1,0.0,0.032846,386,0.0,13.63,0,0.0,0,0,0.0,0.0,0,3,0.0,0.0,0.0,0.0,2,2,6,5.06,0.0,0.0,0.0,13,clean
0.0,1,10,0.0,0.0,11,0.0,0.0,0,1.35903,0,0,0.0,0.0,2,3,0.0,0.00221,0.0,0.0,0,2,4,2.02,0.0,0.0,0.0,27,clean
0.0,2,2,0.0,0.0,0,0.0,0.0,0,5.96416,0,0,0.0,0.0,0,3,0.0,0.010614,0.0,0.0,0,0,1,1.01,0.0,0.0,5.07,9,clean
0.0,0,0,0.0,0.0,0,0.0,0.0,0,4.07501,0,0,0.0,0.0,1,1,0.0,0.006219,0.0,0.0,0,9,1,2.03,0.0,0.0,0.0,3,clean
0.0,1,2,0.0,0.033474,384,0.0,14.63,0,2.36846,0,0,0.0,0.0,1,4,0.0,0.004246,0.0,0.0,1,4,4,2.02,0.0,0.0,0.0,23,clean
0.0,1,1,2.02,0.046042,405,1.02,13.15,0,2.80457,0,0,0.0,0.0,0,5,0.0,0.014004,1.01,0.0,1,1,3,9.44,0.0,2.02,0.0,28,clean
0.0,2,29,3.04,0.03264,28,0.0,8.09,1,29.1299,1,3,0.000481,1.01,1,16,1.01,0.209644,2.02,0.000186,4,5,2,7.09,0.00278,3.04,0.0,282,clean
0.0,1,3,0.0,0.036902,35,1.02,9.2,0,11.0731,0,0,0.0,0.0,0,4,1.01,0.015298,0.0,0.0,1,1,4,3.05,0.00102,0.0,0.0,24,clean
0.0,2,5,0.0,0.0,70,0.0,0.0,1,1.29357,0,0,0.0,1.01,4,8,0.0,0.054678,1.01,0.0,0,4,8,0.0,0.0,0.0,0.0,44,clean
0.0,4,6,0.0,0.001421,95,0.0,1.01,0,7.95479,0,0,0.0,0.0,2,12,0.0,0.154542,0.0,0.0,0,3,2,2.02,0.0,0.0,0.0,53,clean
0.0,1,9,0.0,0.0,8,0.0,0.0,0,10.9131,0,0,0.0,0.0,0,6,0.0,0.014767,0.0,0.0,1,1,2,2.03,0.0,0.0,0.0,122,clean
0.0,1,3,0.0,0.0,14,0.0,0.0,0,4.07501,0,0,0.0,0.0,0,4,0.0,0.006219,0.0,0.0,2,2,1,1.01,0.0,0.0,0.0,17,clean
1.01,1,4,1.01,0.0,0,0.0,0.0,0,5.18073,0,0,0.0,0.0,3,6,0.0,0.007147,0.0,0.0,0,3,1,1.01,0.0,0.0,0.0,88,clean
1.01,2,7,1.01,0.0,0,0.0,0.0,0,3.17525,0,1,0.0,0.0,1,4,0.0,0.007977,0.0,0.0,0,1,2,1.03,0.0,0.0,0.0,44,clean
3.03,7,15,4.04,0.0,0,0.0,0.0,0,11.0206,0,1,0.0,1.01,5,8,1.01,0.031931,1.01,0.0,1,6,1,1.01,0.001525,1.01,1.01,126,clean
0.0,1,1,0.0,0.036902,35,1.02,9.2,0,7.88927,0,0,0.0,0.0,0,1,0.0,0.012192,0.0,0.0,1,1,4,3.05,0.0,0.0,0.0,5,clean
2.02,6,42,8.1,0.004526,69,0.0,1.04,2,23.0587,0,0,0.0,0.0,0,48,6.07,0.170674,0.0,0.0,0,0,6,13.36,0.011214,8.1,0.0,480,clean
0.0,1,3,0.0,0.002997,3,1.01,3.71,1,3.97098,0,0,0.0,1.01,7,7,0.0,0.005718,1.01,0.0,3,10,2,2.05,0.001051,0.0,0.0,72,clean
0.0,1,2,0.0,0.0,0,0.0,0.0,0,9.12702,0,0,0.0,1.01,4,3,0.0,0.012638,1.01,0.0,0,4,1,1.01,0.0,0.0,0.0,18,clean
0.0,1,1,0.0,0.005044,11,1.01,2.03,0,4.07501,0,0,0.0,0.0,1,5,0.0,0.006219,0.0,0.0,0,1,6,3.1,0.0,0.0,0.0,13,clean
1.01,2,4,1.01,0.043647,388,1.02,23.66,0,9.69849,0,0,0.0,0.0,1,7,1.01,0.017232,0.0,0.0,1,6,8,8.1,0.001765,0.0,0.0,67,clean
2.02,4,7,2.02,0.0,0,0.0,0.0,0,4.07501,0,0,0.0,0.0,3,4,0.0,0.006219,0.0,0.0,0,4,2,1.01,0.0,0.0,2.02,18,clean
0.0,1,3,0.0,0.0,3,0.0,0.0,0,4.07501,0,1,0.0,0.0,0,3,0.0,0.006219,0.0,0.0,1,1,3,2.04,0.0,0.0,0.0,27,clean
0.0,4,15,1.04,0.0,6,0.0,0.0,0,3.42644,0,1,0.0,1.02,3,19,1.01,0.00935,0.0,0.0,0,6,2,1.01,0.003539,1.03,1.01,152,clean
0.0,0,0,0.0,0.029327,43,0.0,2.03,0,0.0,0,0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,1,1,4,0.0,0.0,0.0,0.0,7,clean
4.04,8,14,4.04,0.001421,95,0.0,1.01,0,6.84846,0,0,0.0,0.0,9,30,0.0,0.151789,0.0,0.0,0,16,3,2.02,0.000853,0.0,0.0,257,clean
0.0,1,10,0.0,0.043647,415,1.02,23.66,0,12.0762,3,0,0.0,0.0,0,6,0.0,0.019818,0.0,0.0,2,2,6,7.1,0.0,0.0,0.0,230,clean
0.0,1,3,0.0,0.043647,387,1.02,23.66,0,6.60309,0,0,0.0,0.0,0,4,0.0,0.013369,0.0,0.0,0,0,7,8.1,0.0,0.0,0.0,14,clean
6.08,33,38,6.08,0.0,0,0.0,0.0,0,6.00951,0,0,0.0,0.0,1,6,0.0,0.117941,0.0,0.0,1,2,1,0.0,0.0,0.0,0.0,52,clean
0.0,1,12,0.0,0.0,19,0.0,0.0,0,4.11229,1,3,0.003312,0.0,0,5,0.0,0.058398,0.0,0.0,3,3,3,1.01,0.003367,0.0,0.0,152,clean
0.0,1,1,0.0,0.0,11,0.0,0.0,0,1.06049,0,0,0.0,0.0,0,1,0.0,0.003711,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,3,clean
0.0,5,5,0.0,0.001441,6,0.0,1.01,0,4.08525,0,0,0.0,0.0,1,1,0.0,0.005998,0.0,0.0,0,1,4,2.03,0.0,0.0,0.0,3,clean
0.0,1,8,0.0,0.044485,397,1.02,24.67,0,4.98614,0,1,0.0,0.0,0,4,0.0,0.007549,0.0,0.0,0,0,5,5.07,0.0,0.0,0.0,65,clean
4.04,2,6,6.06,0.0,1,0.0,0.0,0,5.68889,0,0,0.0,0.0,0,6,0.0,0.009171,1.01,0.000501,5,5,2,1.01,0.0,2.02,1.01,50,clean
0.0,3,4,0.0,0.0,0,0.0,0.0,0,4.07501,0,0,0.0,0.0,0,5,0.0,0.006219,0.0,0.0,7,7,1,1.01,0.0,0.0,0.0,26,clean
0.0,1,5,0.0,0.001421,95,0.0,1.01,0,7.95479,0,0,0.0,0.0,3,14,0.0,0.154542,0.0,0.0,0,5,3,2.02,0.0,0.0,0.0,98,clean
4.04,2,6,6.06,0.0,1,0.0,0.0,0,5.68889,0,0,0.0,0.0,0,6,0.0,0.009171,1.01,0.000501,5,5,2,1.01,0.0,2.02,1.01,50,clean
0.0,1,6,1.01,0.0,0,0.0,0.0,0,1.26759,1,5,0.001464,0.0,2,9,0.0,0.00368,0.0,0.0,0,2,2,0.0,0.001765,1.01,0.0,75,clean
0.0,1,4,0.0,0.0,0,0.0,0.0,0,4.07501,0,0,0.0,0.0,5,6,0.0,0.006219,0.0,0.0,0,5,2,1.01,0.0,0.0,0.0,28,clean
0.0,1,7,1.01,0.0,4,0.0,0.0,2,10.4389,0,0,0.0,0.0,0,11,1.01,0.134078,1.04,0.006873,8,8,2,3.05,0.005116,1.01,0.0,186,clean
0.0,1,4,0.0,0.0,0,0.0,0.0,0,4.07501,0,0,0.0,0.0,7,8,0.0,0.006219,0.0,0.0,0,7,2,1.01,0.0,0.0,0.0,38,clean
0.0,1,13,1.01,0.0,18,0.0,0.0,0,9.60428,1,0,0.0,0.0,0,5,0.0,0.014686,0.0,0.0,0,0,2,4.04,0.0,1.01,0.0,141,clean
0.0,1,2,0.0,0.0,0,0.0,0.0,1,9.58612,0,2,0.0,0.0,3,5,0.0,0.013744,0.0,0.0,0,3,2,1.01,0.0,0.0,0.0,29,clean
0.0,2,2,0.0,0.0,0,0.0,0.0,0,1.27976,0,0,0.0,0.0,0,2,0.0,0.002049,0.0,0.0,13,13,1,0.0,0.0,0.0,0.0,42,clean
1.01,12,16,2.02,0.043647,380,1.02,23.65,1,5.26853,1,0,0.0,0.0,0,10,0.0,0.007694,0.0,0.0,3,3,3,2.02,0.0,1.01,0.0,97,clean
